Autor e ano,País,Região,Sítio,longitude (m),,latitude (m),,Elevação(m),População/Cultura,Cronologia,Data_absoluta B.P,,cal yr Sim - 1 ou não - 0,,sexo,,,faixa de Idade,,,,,Média de estatura (cm),Violência (o ou1),N_total_id,N_id_afetados,N_id_antimortem,N_ferimentos Antimortem,N_id_perimortem,N_ferimentos Peri-mortem,Anti_Peri,Tr_anterior_ caso,,,,,,,,Tr_posterior_casos,,,,,,,,,,,,,,,,,,,,,,Cabeça troféu,,,,,N_Total_póscrânio,N_afetados,Costela,Vértebras,,,Tórax,Membros superiores,,,,,,,Membros inferiores,,,,Tipo de fratura,,,Forma da fratura,,,,Tipo de Arma,,Tipo de Evento,,,,,,,Nutricionais,,,Infecciosas,,Congênitas,Ambientais,,Dentes,,,nutricionais,,infecciosas,,Congênitas,Ambientais,,,,,,,Cultura material,Iconografia_V,Petrografia_V,Ev_Fortificação,Sítio Agrupado,Org_sociopolítica,Pad_Assentamento,Clima,Carc_Geografica,Estrg_subsistencia
,,,,Leste,Oeste,Norte,Sul,,,,De,Até,,Lab,M,F,Nid,Adultos,Jovem Adulto,Sub-adultos,Senil,Nid,,,,,,,,,,Total_anterior,Antimortem_anterior,Perimortem_anterior,Nasal,Maxilar,Boca_mandibula,Frontal,Sutura_frontozigomática,Total_posterior,Antimortem_posterior,Perimortem_posterior,Occipital,Pariental total,Parietal E,Pariental D,Pterion,Total_Lateral,Antimortem_Lateral,Perimortem_Lateral,Lateral E,Lateral D,Zigomático,Processo_Zigomático D,Processo_Zigomático_E,Temporal total,Temporal E,Temporal D,Tr_superior,Antimortem_superior,Perimortem_superior,presença,N_Cabeça troféu,N_cabeça troféu com trauma,N_id_antimortem,N_id_Perimortem,,,,Lombares,Toráxicas,Cervicais,,Total,Glenoid,húmero,radio,ulna,Acetabulo,escápula,Femur,Tíbia,Fíbula,,Depressiva,Perfurante,Cortante,Circular,,Flecha_Projétil,Lâmina,Corpo,Exten_corpo,Agressão interpessoal,Rading_invasão,guerra,canibalismo,Ritual,Acidental/Laboral,Achatamento (qt de individuos),Total_Patologias,cribia orbitaria,Hiperostosis porotica,periostiti,osteomielite,,,Exostóse_ouvido,Caries,Hipoplasia linear,Reabsorção aveolar,cribia orbitaria,Hiperostosis porótica,periostiti,osteomeliti,Fusão nas vertebras,,Osteoporose,Exostose,Osteofitose,Espodilose,Osteoartrite,Padr.Funerário,,,,,,,,,,
Tung 2007 e Tung 2012,Peru,Ayacucho,Conchopata,579248.86,,,8545412.33,2839,Wari,HM,1300,1150,0,NA,0,0,1,1,0,0,0,0,,0,5,0,0,,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,,,,0,,0,0,0,0,0,0,0,4,3,3,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,Estado,,Frio de Montanha,Vale,
Tung 2007 e Tung 2012,Peru,Terras altas centrais,Conchopata,579248.86,,,8545412.33,2839,Wari,HM,1300,1150,0,NA,0,0,1,0,1,0,0,0,,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,,,,,,3885,62,10,9,8,6,0,0,0,4,3,3,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0,1,Estado,,Frio de Montanha,Vale,
Tung 2007 e Tung 2012,Peru,Vale de Majes,Beringa,771511.57,,,8206300.40,477,Wari,HM,1300,1150,0,NA,0,0,1,1,0,0,0,0,,1,39,13,9,,3,,1,5,,,NA,NA,NA,NA,NA,11,,,NA,NA,NA,NA,NA,NA,,,0,2,NA,NA,NA,NA,NA,NA,0,,,,,,,,5831,97,21,9,8,6,0,16,0,2,7,7,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0,1,Estado,,Frio de Montanha,Vale,
Tung 2007 e Tung 2012,Peru,Vale de Majes,La Real,771511.57,,,8206300.40,477,Wari,HM,1300,1150,0,NA,0,0,1,1,0,0,0,0,,1,104,32,27,,3,,2,27,,,NA,NA,NA,NA,NA,13,,,NA,NA,NA,NA,NA,NA,,,4,5,NA,NA,NA,NA,NA,NA,3,,,,,,,,124,21,3,3,5,1,0,8,0,3,0,1,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,0,1,Estado,,Frio de Montanha,Vale,
Tung 2008,Peru,Ayacucho,Huari-Monqachayoq,579248.86,,,8545412.33,2839,pós-Wari,PIT,930,520,1,Beta,1,0,0,1,0,0,0,0,,1,18,12,12,19,9,14,NA,11,8,3,NA,NA,NA,NA,NA,9,4,5,NA,NA,NA,NA,NA,11,5,6,5,6,NA,NA,NA,NA,NA,NA,2,2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,,,Frio de Montanha,Vale,
Tung 2008,Peru,Ayacucho,Huari-Monqachayoq,579248.86,,,8545412.33,2839,pós-Wari,PIT,930,520,1,Beta,0,1,0,1,0,0,0,0,,1,11,9,8,21,4,7,NA,16,13,3,NA,NA,NA,NA,NA,7,5,2,NA,NA,NA,NA,NA,5,3,2,3,2,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,,,Frio de Montanha,Vale,
Kurin 2012,Peru,Andahuayalas,Turpo,664896.84 ,,,8475670.78,3206,Wari,HM,1300,1150,0,NA,1,0,0,1,0,0,0,0,,1,11,2,2,4,0,0,0,3,3,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurin 2012,Peru,Andahuayalas,Turpo,664896.84 ,,,8475670.78,3206,Wari,HM,1300,1150,0,NA,0,1,0,1,0,0,0,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurin 2012,Peru,Andahuayalas,Turpo,664896.84 ,,,8475670.78,3206,Wari,HM,1300,1150,0,NA,0,0,1,1,0,0,0,0,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,330,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,Estado,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Pucullu,676574.28,,,8496364.15,3006,Quechua,PIT,950,400,0,NA,1,0,0,1,0,0,0,0,,1,15,12,NA,15,NA,5,NA,11,11,0,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,7,3,4,5,2,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Pucullu,676574.28,,,8496364.15,3006,Quechua,PIT,950,400,0,NA,0,1,0,1,0,0,0,0,,1,10,5,NA,12,0,0,0,2,2,0,NA,NA,NA,NA,NA,8,8,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Ranracancha,652068.68,,,8503043.89,3416,Chanka,PIT,950,400,0,NA,1,0,0,1,0,0,0,0,,1,19,11,NA,22,NA,9,0,13,8,5,NA,NA,NA,NA,NA,5,5,0,NA,NA,NA,NA,NA,11,8,3,6,5,NA,NA,NA,NA,NA,NA,1,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Ranracancha,652068.68,,,8503043.89,3416,Chanka,PIT,950,400,0,NA,0,1,0,1,0,0,0,0,,1,17,11,NA,9,NA,4,0,4,2,2,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,4,4,0,3,1,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Ranracancha,652068.68,,,8503043.89,3416,Chanka,PIT,950,400,0,NA,0,0,1,1,0,0,0,0,,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,,Frio de Montanha,Colina,Agricutura
Kurin 2012,Peru,Andahuayalas,Cachi,650047.00,,,8477059.00,319,Chanka,PIT,950,400,0,NA,1,0,0,0,1,0,0,0,,1,63,36,NA,43,NA,21,0,24,17,7,NA,NA,NA,NA,NA,10,10,0,NA,NA,NA,NA,NA,25,13,12,13,12,NA,NA,NA,NA,NA,NA,4,3,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Frio de Montanha,Vale,Agricutura
Kurin 2012,Peru,Andahuayalas,Cachi,650047.00,,,8477059.00,319,Chanka,PIT,950,400,0,NA,0,1,0,0,1,0,0,0,,1,72,45,NA,54,NA,38,0,27,15,12,NA,NA,NA,NA,NA,11,4,7,NA,NA,NA,NA,NA,34,20,14,17,17,NA,NA,NA,NA,NA,NA,16,15,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Frio de Montanha,Vale,Agricutura
Kurin 2012,Peru,Andahuayalas,Cachi,650047.00,,,8477059.00,319,Chanka,PIT,950,400,0,NA,0,0,1,0,1,0,0,0,,1,27,3,NA,2,NA,5,0,4,1,3,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Frio de Montanha,Vale,Agricutura
Kurin 2012,Peru,Andahuayalas,Natividad Museum collection,659135.65,,,8478409.38,3049,Chanka,PIT,950,400,0,NA,1,0,0,0,1,0,0,0,,1,16,11,NA,6,NA,3,0,2,1,1,NA,NA,NA,NA,NA,3,1,2,NA,NA,NA,NA,NA,3,3,0,1,2,NA,NA,NA,NA,NA,NA,1,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Frio de Montanha,Vale,Agricutura
Kurin 2012,Peru,Andahuayalas,Natividad Museum collection,659135.65,,,8478409.38,3049,Chanka,PIT,950,400,0,NA,0,1,0,0,1,0,0,0,,1,3,3,1,1,2,2,0,1,0,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,1,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Frio de Montanha,Vale,Agricutura
Sacaffidi e Tung 2020,Peru,Vale de Majes,Uraca,759998.72,,,8204907.90,1173,Wari inicial,PIP_HM,1650,1200,0,NA,1,0,0,1,0,0,0,0,,1,65,52,48,132,5,7,1,67,67,0,17,2,0,3,NA,21,18,3,3,2,NA,NA,NA,22,22,0,NA,NA,3,NA,NA,NA,NA,NA,15,15,0,1,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,0,0,Estado,,,Vale,Agricutura
Sacaffidi e Tung 2020,Peru,Vale de Majes,Uraca,759998.72,,,8204907.90,1173,Wari inicial,PIP_HM,1650,1200,0,NA,0,1,0,1,0,0,0,0,,1,34,15,15,26,0,0,0,14,14,0,6,0,0,1,0,8,8,0,0,1,NA,NA,NA,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0,0,0,0,Estado,,,Vale,Agricutura
Pecheckinna e Delgado 2006,Peru,Vale de Lurín,Villa El Salvador XII,287513.00,,,8649832.00,115,Villa El Salvador XII,PIP,2050,1850,0,NA,1,0,0,1,0,0,0,0,,1,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,18,16,0,0,,0,0,70,84,0,NA,NA,0,0,0,0,0,0,0,0,0,,,0,0,0,0,NA,,Desértico,Costa,NA
Pecheckinna e Delgado 2006,Peru,Vale de Lurín,Villa El Salvador XII,287513.00,,,8649832.00,115,Villa El Salvador XII,PIP,2050,1850,0,NA,0,1,0,1,0,0,0,0,,1,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,14,19,0,0,0,0,0,196,170,0,NA,NA,0,0,0,0,0,0,0,0,0,,,0,0,0,0,NA,,Desértico,Costa,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erfan et al 2009,Egito,Bahriyah Oasis,Bahriyah Oasis,688496.77,,3141625.38,,201,Antigos Egípcios,Greco-Romano,2282,1555,0,NA,1,0,0,1,,0,0,0,,,62,11,11,,0,,,5,,,0,0,0,5,0,3,,,3,13,0,0,0,13,,,,,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,,,,,39,0,5,0,,0,1,0,1,1,,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,,Estado,,Árido,Oasis,
Erfan et al 2009,Egito,Bahriyah Oasis,Bahriyah Oasis,688496.77,,3141625.38,,201,Antigos Egípcios,Greco-Romano,2282,1555,0,NA,1,0,0,0,,0,1,0,,,30,6,6,,0,,,NA,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,,Estado,,Árido,Oasis,
Erfan et al 2009,Egito,Bahriyah Oasis,Bahriyah Oasis,688496.77,,3141625.38,,201,Antigos Egípcios,Greco-Romano,2282,1555,0,NA,0,1,0,1,,0,0,0,,,55,8,8,,0,,,7,,,0,0,0,7,0,0,,,0,16,0,0,0,16,,,,,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,,,,,NA,NA,NA,NA,NA,0,1,0,1,1,,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,,Estado,,Árido,Oasis,
Erfan et al 2009,Egito,Bahriyah Oasis,Bahriyah Oasis,688496.77,,3141625.38,,201,Antigos Egípcios,Ptolomaico,2282,1555,0,NA,0,1,0,0,,0,1,0,,,10,6,6,,0,,,NA,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,0,,Estado,,Árido,Oasis,
